eta_sq_regime,eta_sq_quality,eta_sq_interaction,f_regime,p_regime,f_quality,p_quality,model,layer,metric,denoised
0.02914368757437369,0.26314509882914167,0.011418910901562801,33.31700669304361,1.1215978325762126e-08,300.82696283915766,2.0857366310134686e-57,qwen05b,0,clean_radius_of_gyration,True
0.08315329177923274,0.21850481620558965,0.00013019286005586401,94.79935718115749,3.0505736232241173e-21,249.10759001906578,4.992687600207438e-49,qwen05b,0,clean_effective_dimension,True
0.012771807016683932,0.22944799453396747,0.007603815504596562,12.377227425744,0.000461627082103739,222.35929551847707,4.529157079756044e-44,qwen05b,0,clean_cos_slope_to_final,True
0.013259860148528344,0.22907593568219892,0.007538467295981126,12.85106996616548,0.000359824543485645,222.01371990665297,5.173068942355934e-44,qwen05b,0,clean_time_to_commit,True
0.013169249978908762,0.22894145935059518,0.007606366925181448,12.76057928504395,0.00037733788646875793,221.83690402686187,5.537259916861726e-44,qwen05b,0,clean_commitment_sharpness,True
0.5200734359863621,0.002962236857523961,0.0019174137168155737,871.4475209363561,6.003333215459795e-130,4.963595114254693,0.0261650596257693,qwen05b,0,clean_phase_count,False
0.3520091168631907,0.07204020922375533,0.024360064673136325,507.9840960476278,2.1889572122992774e-87,103.96117261881653,4.992189163522902e-23,qwen05b,0,full_speed,False
0.0010389837942787476,0.004690131738075019,3.621265241183757e-05,0.831826855058195,0.36202093484797854,3.754993634140239,0.0530033562536709,qwen05b,0,full_turn_angle,False
0.8850111080749652,0.007586016783285818,0.012766092906827972,7443.922176886141,0.0,63.80679073075373,4.802035568991329e-15,qwen05b,0,full_tortuosity,False
0.8155244171221455,0.01583336776397356,0.02733890472374233,4594.070968591634,0.0,89.19366931549635,3.86481472793712e-20,qwen05b,0,full_dir_consistency,False
0.44040140523889754,0.015276139102975088,0.02292269113146064,672.343070366372,6.114547429482555e-108,23.32146570301388,1.64381958059275e-06,qwen05b,0,full_stabilisation,False
0.9463025793104245,0.0027863068281228373,8.924287014634932e-07,14795.788192084281,0.0,43.564930042888605,7.48459154870474e-11,qwen05b,0,full_radius_of_gyration,False
0.8954126719945689,0.004853446768418719,0.0012443561384933163,7236.794838788336,0.0,39.225934167078165,6.172550824179797e-10,qwen05b,0,full_effective_dimension,False
0.8381001593847992,0.0018046298861459091,0.0041247414295810724,3938.7418630478523,5.044328443897107e-297,8.481052294618012,0.003697673100852722,qwen05b,0,full_cos_slope_to_final,False
0.46958219467764717,0.02694920536694942,0.009360664865137104,696.6165168665718,1.98322663336584e-108,39.97864865368981,4.460645951228905e-10,qwen05b,0,full_time_to_commit,False
